protein1,protein2,sim
Q9Y5Z7,A0A075B6H9,0.09090909090909091
A0A0C4DH42,A0A075B6H9,0.8
Q6ZU64,A0A075B6H9,0.16666666666666666
P12111,A0A075B6H9,0.07142857142857142
P28068,A0A075B6H9,0.3
Q8TC99,A0A075B6H9,0.14285714285714285
Q53EP0,A0A075B6H9,0.14285714285714285
Q99795,A0A075B6H9,0.7142857142857143
A0A0B4J1V2,A0A075B6H9,0.8
A0A0C4DH36,A0A075B6H9,0.8
P01742,A0A075B6H9,0.8
Q8IZJ3,A0A075B6H9,0.05
P01782,A0A075B6H9,0.8
A0A0G2JMI3,A0A075B6H9,0.8
Q8N6G6,A0A075B6H9,0.36363636363636365
Q14118,A0A075B6H9,0.09090909090909091
Q8N475,A0A075B6H9,0.3333333333333333
P13762,A0A075B6H9,0.3
P54760,A0A075B6H9,0.041666666666666664
Q9P2B2,A0A075B6H9,1.0
Q8IUI8,A0A075B6H9,0.14285714285714285
Q6BAA4,A0A075B6H9,0.8
A8K2U0,A0A075B6H9,0.058823529411764705
Q9Y2H6,A0A075B6H9,0.14285714285714285
P22607,A0A075B6H9,0.26666666666666666
Q9Y6Y1,A0A075B6H9,0.07142857142857142
P21709,A0A075B6H9,0.043478260869565216
Q9BTV5,A0A075B6H9,0.07142857142857142
Q9HCN6,A0A075B6H9,0.6666666666666666
Q9HAK2,A0A075B6H9,0.07142857142857142
P05538,A0A075B6H9,0.3
P29323,A0A075B6H9,0.043478260869565216
P54762,A0A075B6H9,0.041666666666666664
P10912,A0A075B6H9,0.1
Q9NZU1,A0A075B6H9,0.08333333333333333
Q86WK7,A0A075B6H9,0.36363636363636365
P01906,A0A075B6H9,0.3
Q6PCB8,A0A075B6H9,0.5
Q63HQ2,A0A075B6H9,0.09090909090909091
Q96PJ5,A0A075B6H9,0.5714285714285714
P29017,A0A075B6H9,0.3333333333333333
P01911,A0A075B6H9,0.3
P29317,A0A075B6H9,0.043478260869565216
P21802,A0A075B6H9,0.26666666666666666
P08637,A0A075B6H9,0.8
O75339,A0A075B6H9,0.36363636363636365
P01903,A0A075B6H9,0.3
Q5JZY3,A0A075B6H9,0.05555555555555555
P00488,A0A075B6H9,0.06666666666666667
O75369,A0A075B6H9,0.08333333333333333
P09326,A0A075B6H9,0.8333333333333334
Q8IUL8,A0A075B6H9,0.36363636363636365
P0C0L5,A0A075B6H9,0.045454545454545456
O00481,A0A075B6H9,0.4166666666666667
Q7KYR7,A0A075B6H9,0.4166666666666667
P78410,A0A075B6H9,1.0
A0A578,A0A075B6H9,0.8
Q06418,A0A075B6H9,0.26666666666666666
Q6EMK4,A0A075B6H9,0.07692307692307693
Q8IW00,A0A075B6H9,1.0
Q8TEU8,A0A075B6H9,0.2222222222222222
Q495A1,A0A075B6H9,0.8333333333333334
Q9C026,A0A075B6H9,0.058823529411764705
A0A0B4J279,A0A075B6H9,0.8
A0A0J9YXY3,A0A075B6H9,0.8
Q5DID0,A0A075B6H9,0.058823529411764705
Q6ZMC9,A0A075B6H9,0.8333333333333334
Q5T2D2,A0A075B6H9,0.6
A0A0B4J248,A0A075B6H9,0.8
A0A0B4J276,A0A075B6H9,0.8
A0A0B4J277,A0A075B6H9,0.8
A0A0C4DH59,A0A075B6H9,0.8
A0A087X0M5,A0A075B6H9,0.8
A0A0B4J262,A0A075B6H9,0.8
A0A075B6T8,A0A075B6H9,0.8
P22735,A0A075B6H9,0.07142857142857142
Q9NQ86,A0A075B6H9,0.05263157894736842
P40238,A0A075B6H9,0.1111111111111111
A0A075B6W5,A0A075B6H9,0.8
A0A075B6V5,A0A075B6H9,0.8
Q14563,A0A075B6H9,0.36363636363636365
Q9P0V8,A0A075B6H9,0.6
A0A0K0K1C0,A0A075B6H9,0.8
Q6UXZ4,A0A075B6H9,0.26666666666666666
P19320,A0A075B6H9,0.45454545454545453
Q13332,A0A075B6H9,0.2857142857142857
A0A1B0GX56,A0A075B6H9,0.8
A0A087WT03,A0A075B6H9,0.8
A0A0B4J280,A0A075B6H9,0.8
Q6UX27,A0A075B6H9,0.8
Q6PCB0,A0A075B6H9,0.1111111111111111
A6NLU5,A0A075B6H9,0.8333333333333334
O75326,A0A075B6H9,0.25
O60939,A0A075B6H9,0.7142857142857143
Q58EX2,A0A075B6H9,0.4444444444444444
O75382,A0A075B6H9,0.058823529411764705
P0DP72,A0A075B6H9,0.5
P23468,A0A075B6H9,0.2857142857142857
O15344,A0A075B6H9,0.045454545454545456
A0A075B6L6,A0A075B6H9,0.6
A0A075B6N3,A0A075B6H9,0.8
A0A0B4J2E0,A0A075B6H9,0.8
A0JD36,A0A075B6H9,0.8
A0A1B0GX51,A0A075B6H9,0.8
A0A0J9YX75,A0A075B6H9,0.8
A0A0A6YYK1,A0A075B6H9,0.8
Q9Y336,A0A075B6H9,1.0
Q9UQP3,A0A075B6H9,0.08333333333333333
A0A0B4J240,A0A075B6H9,0.8
A0A0B4J272,A0A075B6H9,0.8
Q96NZ8,A0A075B6H9,0.25
O43548,A0A075B6H9,0.07142857142857142
Q7Z7D3,A0A075B6H9,1.0
A0A0A0MS01,A0A075B6H9,0.8
A0A0A0MS06,A0A075B6H9,0.8
Q92673,A0A075B6H9,0.0625
A0A0B4J275,A0A075B6H9,0.8
Q9BX59,A0A075B6H9,0.7142857142857143
A0A584,A0A075B6H9,0.6
O95210,A0A075B6H9,0.125
Q9NP99,A0A075B6H9,0.6666666666666666
A0A0K0K1D8,A0A075B6H9,0.8
A0A539,A0A075B6H9,0.8
A0A0C4DH28,A0A075B6H9,0.8
Q7Z4K8,A0A075B6H9,0.058823529411764705
P04216,A0A075B6H9,0.5714285714285714
Q08188,A0A075B6H9,0.07142857142857142
A0A5B0,A0A075B6H9,0.8
P17948,A0A075B6H9,0.29411764705882354
A0JD37,A0A075B6H9,0.8
Q86YW5,A0A075B6H9,0.4
Q16473,A0A075B6H9,0.14285714285714285
P28827,A0A075B6H9,0.25
Q8WZ42,A0A075B6H9,0.3333333333333333
A0A0B4J271,A0A075B6H9,0.8
O15031,A0A075B6H9,0.0625
O60486,A0A075B6H9,0.06666666666666667
Q8WZ75,A0A075B6H9,0.4444444444444444
Q8N7X8,A0A075B6H9,0.4
Q8WY21,A0A075B6H9,0.09090909090909091
P0DMS9,A0A075B6H9,0.4
P0DSE2,A0A075B6H9,0.8333333333333334
Q04912,A0A075B6H9,0.05263157894736842
Q92545,A0A075B6H9,0.14285714285714285
O15533,A0A075B6H9,0.42857142857142855
A0A0A6YYG3,A0A075B6H9,0.8
A0A1B0GX78,A0A075B6H9,0.8
A0A1B0GX68,A0A075B6H9,0.8
A0A0B4J241,A0A075B6H9,1.0
O95428,A0A075B6H9,0.3333333333333333
P23470,A0A075B6H9,0.06666666666666667
Q96BF3,A0A075B6H9,1.0
Q6P7N7,A0A075B6H9,0.3333333333333333
P35590,A0A075B6H9,0.2
P0DSE1,A0A075B6H9,0.8333333333333334
A0A0A6YYC5,A0A075B6H9,0.8
A0A0B4J273,A0A075B6H9,0.8
Q16827,A0A075B6H9,0.07692307692307693
Q01973,A0A075B6H9,0.2222222222222222
Q9H106,A0A075B6H9,1.0
A0A0A6YYK6,A0A075B6H9,0.8
A0A0B4J235,A0A075B6H9,0.8
P08575,A0A075B6H9,0.07142857142857142
P22105,A0A075B6H9,0.07142857142857142
P03986,A0A075B6H9,0.5
Q6UXN2,A0A075B6H9,1.0
A0A599,A0A075B6H9,0.8
A0A0K0K1G8,A0A075B6H9,0.8
O95185,A0A075B6H9,0.26666666666666666
P78324,A0A075B6H9,0.8333333333333334
Q7Z5N4,A0A075B6H9,0.4444444444444444
Q04206,A0A075B6H9,0.06666666666666667
O95932,A0A075B6H9,0.07142857142857142
Q9P2J2,A0A075B6H9,0.4444444444444444
A0A075B6N1,A0A075B6H9,0.8
A0A075B6L2,A0A075B6H9,0.4
Q9UKI3,A0A075B6H9,1.0
A0A1B0GX31,A0A075B6H9,0.8
Q8WVV5,A0A075B6H9,0.4166666666666667
P40198,A0A075B6H9,0.6
Q6YHK3,A0A075B6H9,0.0625
P10966,A0A075B6H9,0.8333333333333334
Q9C0C4,A0A075B6H9,0.36363636363636365
Q96PQ1,A0A075B6H9,0.8333333333333334
W5XKT8,A0A075B6H9,0.5
Q8WVN6,A0A075B6H9,0.16666666666666666
Q5TFQ8,A0A075B6H9,0.8333333333333334
A0A589,A0A075B6H9,0.8
Q6IA17,A0A075B6H9,0.375
A0A087WV53,A0A075B6H9,0.5
O43278,A0A075B6H9,0.07142857142857142
A0JD32,A0A075B6H9,0.8
A0A0B4J264,A0A075B6H9,0.8
A0A0B4J249,A0A075B6H9,0.8
A0A0A6YYJ7,A0A075B6H9,0.8
Q6UXZ0,A0A075B6H9,0.5714285714285714
Q96PF1,A0A075B6H9,0.07142857142857142
Q6ZTA4,A0A075B6H9,0.05555555555555555
A0A075B6N2,A0A075B6H9,0.8
P01850,A0A075B6H9,0.5
P01848,A0A075B6H9,0.3333333333333333
A0A1B0GX49,A0A075B6H9,0.8
A0A087WT02,A0A075B6H9,0.8
A0A0B4J263,A0A075B6H9,0.8
P35916,A0A075B6H9,0.25
Q9BS86,A0A075B6H9,0.5
Q08ET2,A0A075B6H9,0.625
Q9UIB8,A0A075B6H9,0.8
P04437,A0A075B6H9,0.8
O95292,A0A075B6H9,0.1111111111111111
P0DPA2,A0A075B6H9,0.8333333333333334
Q96DU3,A0A075B6H9,1.0
Q92854,A0A075B6H9,0.3076923076923077
P13726,A0A075B6H9,0.1
A0A0A0MS02,A0A075B6H9,0.8
Q9C040,A0A075B6H9,0.058823529411764705
A0A0K0K1A5,A0A075B6H9,0.8
A0A075B6U4,A0A075B6H9,0.8
A0A0B4J1U6,A0A075B6H9,0.8
Q13214,A0A075B6H9,0.36363636363636365
O15041,A0A075B6H9,0.25
O00241,A0A075B6H9,0.8333333333333334
Q92752,A0A075B6H9,0.07692307692307693
Q9NZC2,A0A075B6H9,0.6
P0DTU3,A0A075B6H9,0.8333333333333334
A0A5B7,A0A075B6H9,0.8
A0A0K0K1C4,A0A075B6H9,0.8
Q96IQ7,A0A075B6H9,0.7142857142857143
O43699,A0A075B6H9,0.5555555555555556
P01733,A0A075B6H9,0.8
A0A0B4J266,A0A075B6H9,0.8
A0A0A0MS04,A0A075B6H9,0.6
Q86VR7,A0A075B6H9,0.6666666666666666
Q86XK7,A0A075B6H9,0.625
Q8TAG5,A0A075B6H9,1.0
O95025,A0A075B6H9,0.36363636363636365
Q8N3G9,A0A075B6H9,0.14285714285714285
P0DTU4,A0A075B6H9,0.8333333333333334
A0A5A6,A0A075B6H9,0.6
A0A087X0K7,A0A075B6H9,0.8
A0A1B0GXF2,A0A075B6H9,0.8
A0A0B4J265,A0A075B6H9,0.8
Q8TER0,A0A075B6H9,0.06666666666666667
B6A8C7,A0A075B6H9,0.8
Q96H15,A0A075B6H9,1.0
O75962,A0A075B6H9,0.19047619047619047
A0A0B4J234,A0A075B6H9,0.8
A0A0B4J244,A0A075B6H9,0.8
A0A0K0K1A3,A0A075B6H9,0.8
A0A0B4J268,A0A075B6H9,0.8
Q9H7M9,A0A075B6H9,0.8333333333333334
A8MXK1,A0A075B6H9,0.6
Q6X784,A0A075B6H9,0.3333333333333333
Q96PQ0,A0A075B6H9,0.08333333333333333
Q02763,A0A075B6H9,0.2
A0A075B6X5,A0A075B6H9,0.8
A0A087WV62,A0A075B6H9,0.8
A0A0A6YYG2,A0A075B6H9,0.8
A0A0A6YYD4,A0A075B6H9,0.8
Q8IZJ1,A0A075B6H9,0.26666666666666666
P35968,A0A075B6H9,0.23529411764705882
A0A0B4J238,A0A075B6H9,0.8
A0A577,A0A075B6H9,0.8
P0DPF4,A0A075B6H9,0.8
Q9NTN9,A0A075B6H9,0.36363636363636365
Q9NYZ4,A0A075B6H9,0.8333333333333334
Q9H8W5,A0A075B6H9,0.07692307692307693
A0A087WSZ9,A0A075B6H9,0.8
A0A1B0GX95,A0A075B6H9,0.8
Q96N03,A0A075B6H9,0.8333333333333334
Q9UPX0,A0A075B6H9,0.625
O75445,A0A075B6H9,0.07142857142857142
Q8N0Z9,A0A075B6H9,0.7142857142857143
Q8N2E2,A0A075B6H9,0.14285714285714285
A0A0A6YYK7,A0A075B6H9,0.8
Q8IZT6,A0A075B6H9,0.08333333333333333
A8MVZ5,A0A075B6H9,0.8
Q6ZP82,A0A075B6H9,0.6
P40199,A0A075B6H9,0.8333333333333334
P01730,A0A075B6H9,0.45454545454545453
P28067,A0A075B6H9,0.3
P54753,A0A075B6H9,0.045454545454545456
P01732,A0A075B6H9,0.8333333333333334
Q5ZPR3,A0A075B6H9,0.7142857142857143
Q15762,A0A075B6H9,0.7142857142857143
P0C0L4,A0A075B6H9,0.045454545454545456
Q8TD84,A0A075B6H9,0.5
P54764,A0A075B6H9,0.045454545454545456
P55899,A0A075B6H9,0.3
Q6DN72,A0A075B6H9,0.6666666666666666
Q2WEN9,A0A075B6H9,0.8333333333333334
P11912,A0A075B6H9,0.4444444444444444
Q9P232,A0A075B6H9,0.4444444444444444
O94983,A0A075B6H9,0.09090909090909091
Q4ZHG4,A0A075B6H9,0.14285714285714285
Q6UXE8,A0A075B6H9,0.45454545454545453
A8MTB9,A0A075B6H9,0.6666666666666666
Q14002,A0A075B6H9,1.0
P79483,A0A075B6H9,0.3
A0A0K2S4Q6,A0A075B6H9,1.0
P40259,A0A075B6H9,0.7142857142857143
O15197,A0A075B6H9,0.05263157894736842
Q13740,A0A075B6H9,0.625
Q12860,A0A075B6H9,0.4
P01024,A0A075B6H9,0.041666666666666664
Q9P218,A0A075B6H9,0.08333333333333333
P43146,A0A075B6H9,0.36363636363636365
Q7Z6A9,A0A075B6H9,0.5714285714285714
P31997,A0A075B6H9,0.8333333333333334
P54756,A0A075B6H9,0.045454545454545456
P29322,A0A075B6H9,0.047619047619047616
P29016,A0A075B6H9,0.3333333333333333
P15391,A0A075B6H9,0.6666666666666666
P26992,A0A075B6H9,0.4444444444444444
Q9H4W6,A0A075B6H9,0.07142857142857142
O95727,A0A075B6H9,0.8333333333333334
Q4KMG0,A0A075B6H9,0.4
Q6UXG3,A0A075B6H9,1.0
O94779,A0A075B6H9,0.4
P01023,A0A075B6H9,0.05555555555555555
Q96RL6,A0A075B6H9,0.625
P40200,A0A075B6H9,0.6666666666666666
A0A0B4J237,A0A075B6H9,0.8
A0A597,A0A075B6H9,0.8
P04435,A0A075B6H9,0.8
P21980,A0A075B6H9,0.07142857142857142
B7Z8K6,A0A075B6H9,0.3333333333333333
P49221,A0A075B6H9,0.07142857142857142
A0A075B6T6,A0A075B6H9,0.8
P01737,A0A075B6H9,0.8
A0A5A2,A0A075B6H9,0.8
P30530,A0A075B6H9,0.3076923076923077
A0A0B4J274,A0A075B6H9,0.8
A0A087WT01,A0A075B6H9,0.8
A0A5B6,A0A075B6H9,0.8
A0A576,A0A075B6H9,0.8
A0A075B6T7,A0A075B6H9,0.8
A0A0K0K1E9,A0A075B6H9,0.8
P12018,A0A075B6H9,1.0
P25311,A0A075B6H9,0.2727272727272727
Q9P1W8,A0A075B6H9,0.8333333333333334
Q99603,A0A075B6H9,0.8
A0A075B6R0,A0A075B6H9,0.8
A0A0K0K1G6,A0A075B6H9,0.8
A0A075B6N4,A0A075B6H9,0.8
P0DPF7,A0A075B6H9,0.8
Q06330,A0A075B6H9,0.07692307692307693
Q3KPI0,A0A075B6H9,0.7142857142857143
Q08722,A0A075B6H9,0.375
Q02388,A0A075B6H9,0.07692307692307693
P78310,A0A075B6H9,0.7142857142857143
P61769,A0A075B6H9,0.375
Q9UQ52,A0A075B6H9,0.36363636363636365
P16410,A0A075B6H9,0.5714285714285714
Q96KV6,A0A075B6H9,0.4166666666666667
Q8N3J6,A0A075B6H9,0.625
Q9UIR0,A0A075B6H9,0.8333333333333334
O95971,A0A075B6H9,0.3333333333333333
P20036,A0A075B6H9,0.3
Q8IWK6,A0A075B6H9,0.26666666666666666
Q6UY09,A0A075B6H9,0.6666666666666666
P07766,A0A075B6H9,0.25
Q02246,A0A075B6H9,0.36363636363636365
A6NJW9,A0A075B6H9,0.8333333333333334
Q6ZMU1,A0A075B6H9,0.125
P20273,A0A075B6H9,0.5714285714285714
Q9UGN4,A0A075B6H9,1.0
Q9H6B4,A0A075B6H9,0.7142857142857143
Q8IWV2,A0A075B6H9,0.4
Q9BQW3,A0A075B6H9,0.07142857142857142
P42081,A0A075B6H9,0.8333333333333334
Q6UXZ3,A0A075B6H9,1.0
Q08708,A0A075B6H9,1.0
Q05707,A0A075B6H9,0.08333333333333333
Q9P0L0,A0A075B6H9,0.1111111111111111
A0A0B4J245,A0A075B6H9,0.8
A0A0A0MS03,A0A075B6H9,0.8
A0A0A6YYK4,A0A075B6H9,0.6
A0A0A0MS05,A0A075B6H9,0.6
Q6ZN44,A0A075B6H9,0.2857142857142857
protein1,protein2,sim
Q9H694,Q92667,0.3333333333333333
Q9BXT4,Q92667,0.2857142857142857
Q15047,Q92667,0.06666666666666667
O60522,Q92667,0.3333333333333333
Q8NDG6,Q92667,0.18181818181818182
Q15637,Q92667,0.3333333333333333
Q9NP73,Q92667,0.1
Q4LE39,Q92667,0.08333333333333333
Q9Y6M1,Q92667,0.2727272727272727
O15037,Q92667,0.14285714285714285
Q587J8,Q92667,0.14285714285714285
Q96I24,Q92667,0.5
Q13601,Q92667,0.25
Q6ZN04,Q92667,0.375
Q9NZI8,Q92667,0.2727272727272727
Q5JSQ8,Q92667,0.14285714285714285
Q5U5Q3,Q92667,0.375
Q9BVI0,Q92667,0.06666666666666667
P57721,Q92667,0.5
Q9BXT8,Q92667,0.2222222222222222
Q9NRX1,Q92667,0.2857142857142857
Q14739,Q92667,0.1111111111111111
P61978,Q92667,0.375
Q96PU8,Q92667,0.375
Q4VXA5,Q92667,0.14285714285714285
O00425,Q92667,0.3
O75164,Q92667,0.07692307692307693
Q5VWX1,Q92667,0.375
Q9H3R0,Q92667,0.07692307692307693
O75525,Q92667,0.375
P51116,Q92667,0.25
P29374,Q92667,0.08333333333333333
Q7Z7F0,Q92667,0.14285714285714285
Q86XN8,Q92667,0.375
O75179,Q92667,0.3333333333333333
Q9Y483,Q92667,0.06666666666666667
Q15365,Q92667,0.5
P57723,Q92667,0.42857142857142855
P51513,Q92667,0.42857142857142855
A1L020,Q92667,0.375
Q15366,Q92667,0.5
A8MW92,Q92667,0.07142857142857142
Q8TCS8,Q92667,0.17647058823529413
Q9UNW9,Q92667,0.42857142857142855
A6NGQ2,Q92667,0.125
Q96AE4,Q92667,0.42857142857142855
Q07666,Q92667,0.375
O94953,Q92667,0.07692307692307693
Q92945,Q92667,0.42857142857142855
P51114,Q92667,0.23076923076923078
Q5T6S3,Q92667,0.07142857142857142
Q9Y2W6,Q92667,0.8333333333333334
O43189,Q92667,0.07142857142857142
Q8N9N2,Q92667,0.2222222222222222
Q86TM3,Q92667,0.25
Q06787,Q92667,0.25
Q8IWZ3,Q92667,0.3333333333333333
Q9NXZ2,Q92667,0.25
Q9NQT5,Q92667,0.2222222222222222
Q13868,Q92667,0.2222222222222222
Q8NAT2,Q92667,0.2222222222222222
Q8NHU6,Q92667,0.2222222222222222
Q5VZ19,Q92667,0.1111111111111111
Q587J7,Q92667,0.25
B5MCY1,Q92667,0.3333333333333333
Q9BXU1,Q92667,0.25
O75940,Q92667,0.14285714285714285
Q00341,Q92667,0.5
Q16637,Q92667,0.14285714285714285
Q9H7E2,Q92667,0.09090909090909091
A6NC42,Q92667,0.14285714285714285
Q7KZF4,Q92667,0.2222222222222222
Q6P1S2,Q92667,0.14285714285714285
protein1,protein2,sim
O43741,A0A075B6H9,0.1
Q9Y478,A0A075B6H9,0.1
Q86TB3,A0A075B6H9,0.4444444444444444
P15813,A0A075B6H9,0.3333333333333333
P10747,A0A075B6H9,0.42857142857142855
Q96L96,A0A075B6H9,0.4444444444444444
Q8IZF2,A0A075B6H9,0.3076923076923077
P06729,A0A075B6H9,0.42857142857142855
Q6UX41,A0A075B6H9,0.45454545454545453
P35613,A0A075B6H9,0.5
O75871,A0A075B6H9,0.8
P50895,A0A075B6H9,0.7142857142857143
Q8N126,A0A075B6H9,0.625
P20138,A0A075B6H9,0.8333333333333334
Q9BWV1,A0A075B6H9,0.36363636363636365
O00478,A0A075B6H9,0.4166666666666667
A0A0C4DH27,A0A075B6H9,0.8
Q9Y279,A0A075B6H9,0.625
Q13291,A0A075B6H9,0.5
A0A0K0K1B3,A0A075B6H9,0.8
Q01201,A0A075B6H9,0.058823529411764705
O95153,A0A075B6H9,0.08333333333333333
A6NNM3,A0A075B6H9,0.09090909090909091
Q9Y286,A0A075B6H9,0.8333333333333334
Q86YD3,A0A075B6H9,0.42857142857142855
Q9UPU3,A0A075B6H9,0.09090909090909091
P10586,A0A075B6H9,0.2857142857142857
P11465,A0A075B6H9,0.8333333333333334
A1KZ92,A0A075B6H9,0.23529411764705882
Q15772,A0A075B6H9,0.2857142857142857
Q9NQ25,A0A075B6H9,0.6
Q9BZZ2,A0A075B6H9,0.625
Q96A28,A0A075B6H9,0.6
Q7Z7G0,A0A075B6H9,0.14285714285714285
P03979,A0A075B6H9,0.8
Q8IWZ5,A0A075B6H9,0.08333333333333333
A0A5B9,A0A075B6H9,0.5
A0A0B4J1U4,A0A075B6H9,0.8
Q00887,A0A075B6H9,0.8333333333333334
P08922,A0A075B6H9,0.0625
Q9UQ74,A0A075B6H9,0.8333333333333334
Q9UQ72,A0A075B6H9,0.8333333333333334
Q13308,A0A075B6H9,0.36363636363636365
Q15262,A0A075B6H9,0.25
Q9UMZ3,A0A075B6H9,0.07692307692307693
Q96MS0,A0A075B6H9,0.4
P0CF51,A0A075B6H9,0.5
O76036,A0A075B6H9,0.6
Q96GW7,A0A075B6H9,0.35714285714285715
Q96LC7,A0A075B6H9,0.7142857142857143
P13611,A0A075B6H9,0.29411764705882354
P13765,A0A075B6H9,0.3
Q86SJ2,A0A075B6H9,0.3333333333333333
P08236,A0A075B6H9,0.07142857142857142
O75462,A0A075B6H9,0.25
O15033,A0A075B6H9,0.1111111111111111
P33681,A0A075B6H9,0.625
Q9UH73,A0A075B6H9,0.07142857142857142
Q496F6,A0A075B6H9,1.0
Q9HC73,A0A075B6H9,0.14285714285714285
P06731,A0A075B6H9,0.8333333333333334
P04234,A0A075B6H9,0.2222222222222222
A8K7I4,A0A075B6H9,0.1111111111111111
Q8TDQ1,A0A075B6H9,1.0
P01031,A0A075B6H9,0.045454545454545456
Q8NFZ8,A0A075B6H9,0.5555555555555556
Q7Z692,A0A075B6H9,0.6
P15812,A0A075B6H9,0.3333333333333333
Q9BZW8,A0A075B6H9,0.42857142857142855
Q6UXG8,A0A075B6H9,0.45454545454545453
P09693,A0A075B6H9,0.2222222222222222
Q6ZTR5,A0A075B6H9,0.14285714285714285
Q8TEP8,A0A075B6H9,0.16666666666666666
P13688,A0A075B6H9,0.7142857142857143
Q13410,A0A075B6H9,0.38461538461538464
Q01151,A0A075B6H9,1.0
P09564,A0A075B6H9,0.8333333333333334
P06126,A0A075B6H9,0.3333333333333333
A6NFU0,A0A075B6H9,0.6666666666666666
Q96P31,A0A075B6H9,0.5714285714285714
P11362,A0A075B6H9,0.23529411764705882
P0DOX7,A0A075B6H9,0.7142857142857143
P0CG04,A0A075B6H9,0.42857142857142855
P27930,A0A075B6H9,0.36363636363636365
Q5VV43,A0A075B6H9,0.07692307692307693
P06315,A0A075B6H9,0.8
Q96I82,A0A075B6H9,0.3333333333333333
Q8NHL6,A0A075B6H9,0.5714285714285714
P0DTW3,A0A075B6H9,0.6
P01743,A0A075B6H9,0.8
Q8NDA2,A0A075B6H9,0.29411764705882354
Q96S86,A0A075B6H9,0.625
Q96ID5,A0A075B6H9,1.0
Q8N9C0,A0A075B6H9,0.4
P05362,A0A075B6H9,0.375
Q8WX77,A0A075B6H9,0.3333333333333333
A0A075B6I0,A0A075B6H9,1.0
P01593,A0A075B6H9,1.0
Q8NFP4,A0A075B6H9,0.4
P0DTE1,A0A075B6H9,0.8
P01763,A0A075B6H9,0.8
A0A075B6R2,A0A075B6H9,0.8
Q95460,A0A075B6H9,0.2727272727272727
Q86YT9,A0A075B6H9,0.7142857142857143
Q8IZU9,A0A075B6H9,0.5714285714285714
P32004,A0A075B6H9,0.4
Q8N6C8,A0A075B6H9,0.5714285714285714
P01780,A0A075B6H9,0.8
A0A087WSY4,A0A075B6H9,0.8
P43632,A0A075B6H9,0.5
P01619,A0A075B6H9,1.0
A0A0C4DH26,A0A075B6H9,1.0
A0A0B4J2D9,A0A075B6H9,1.0
Q86WK6,A0A075B6H9,0.3333333333333333
P01889,A0A075B6H9,0.25
A0A0C4DH29,A0A075B6H9,0.8
Q5DX21,A0A075B6H9,0.7142857142857143
Q96J84,A0A075B6H9,0.5
A0A087WSX0,A0A075B6H9,1.0
Q13449,A0A075B6H9,0.5714285714285714
Q8WUT4,A0A075B6H9,0.1
Q30154,A0A075B6H9,0.3
Q96PL5,A0A075B6H9,0.45454545454545453
Q96AP7,A0A075B6H9,0.7142857142857143
P21333,A0A075B6H9,0.09090909090909091
O75015,A0A075B6H9,0.8
Q15486,A0A075B6H9,0.16666666666666666
Q9H7L2,A0A075B6H9,0.6666666666666666
A0A0C4DH73,A0A075B6H9,1.0
P0C6S8,A0A075B6H9,0.3333333333333333
A0A075B6J9,A0A075B6H9,1.0
Q5SQ64,A0A075B6H9,0.8333333333333334
P55082,A0A075B6H9,0.5
P36888,A0A075B6H9,0.21428571428571427
Q8WWV6,A0A075B6H9,1.0
P01871,A0A075B6H9,0.42857142857142855
Q14773,A0A075B6H9,0.2857142857142857
Q99665,A0A075B6H9,0.1111111111111111
Q9NP60,A0A075B6H9,0.36363636363636365
Q6UY18,A0A075B6H9,0.3333333333333333
P18627,A0A075B6H9,0.6666666666666666
A0A075B6R9,A0A075B6H9,0.8
A0A075B6J6,A0A075B6H9,1.0
A0A0G2JS06,A0A075B6H9,1.0
A0A0A0MRZ9,A0A075B6H9,1.0
Q13477,A0A075B6H9,0.5714285714285714
P31995,A0A075B6H9,0.6666666666666666
P51610,A0A075B6H9,0.09090909090909091
A0A0J9YX35,A0A075B6H9,0.8
P14616,A0A075B6H9,0.047619047619047616
P57087,A0A075B6H9,0.7142857142857143
Q14943,A0A075B6H9,0.5
P04440,A0A075B6H9,0.3
O60667,A0A075B6H9,0.8
Q8N441,A0A075B6H9,0.5714285714285714
P0DP03,A0A075B6H9,0.8
Q13478,A0A075B6H9,0.4444444444444444
P14784,A0A075B6H9,0.1111111111111111
Q86SU0,A0A075B6H9,0.3333333333333333
P0DOX3,A0A075B6H9,0.625
P12314,A0A075B6H9,0.5714285714285714
P12319,A0A075B6H9,0.6666666666666666
P06331,A0A075B6H9,0.8
P0DOY2,A0A075B6H9,0.42857142857142855
O95998,A0A075B6H9,0.5
Q08334,A0A075B6H9,0.125
P01599,A0A075B6H9,1.0
O75325,A0A075B6H9,0.36363636363636365
Q96NI6,A0A075B6H9,0.3076923076923077
P04217,A0A075B6H9,0.5714285714285714
P01768,A0A075B6H9,0.8
P0DP02,A0A075B6H9,0.8
O95256,A0A075B6H9,0.4444444444444444
O60229,A0A075B6H9,0.125
A0A0A0MS00,A0A075B6H9,0.8
P01705,A0A075B6H9,1.0
Q9NT99,A0A075B6H9,0.3076923076923077
Q9UJG1,A0A075B6H9,0.125
Q6UWV2,A0A075B6H9,0.7142857142857143
P01920,A0A075B6H9,0.3
P19235,A0A075B6H9,0.1
Q96KP1,A0A075B6H9,0.1111111111111111
P13747,A0A075B6H9,0.25
P78552,A0A075B6H9,0.1
P06312,A0A075B6H9,1.0
A0A0C4DH25,A0A075B6H9,1.0
A0A075B6H8,A0A075B6H9,0.8
P08581,A0A075B6H9,0.05
